,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
398,29-1129.01,Art Therapists,5,Aug-21,Analyst,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.",Healthcare Practitioners and Technical Occupations
399,29-1129.02,Music Therapists,4,Aug-21,Analyst,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.",Healthcare Practitioners and Technical Occupations
400,29-1131.00,Veterinarians,5,Aug-20,Analyst,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",Healthcare Practitioners and Technical Occupations
401,29-1141.00,Registered Nurses,4,Aug-21,Analyst,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",Healthcare Practitioners and Technical Occupations
402,29-1141.01,Acute Care Nurses,3,Jul-14,Analyst,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",Healthcare Practitioners and Technical Occupations
403,29-1141.02,Advanced Practice Psychiatric Nurses,5,Jul-14,Analyst,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",Healthcare Practitioners and Technical Occupations
404,29-1141.03,Critical Care Nurses,4,Aug-21,Analyst,Provide specialized nursing care for patients in critical or coronary care units.,Healthcare Practitioners and Technical Occupations
405,29-1141.04,Clinical Nurse Specialists,5,Aug-20,Analyst,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",Healthcare Practitioners and Technical Occupations
406,29-1151.00,Nurse Anesthetists,5,Aug-21,Analyst,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",Healthcare Practitioners and Technical Occupations
407,29-1161.00,Nurse Midwives,5,Aug-21,Analyst,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",Healthcare Practitioners and Technical Occupations
408,29-1171.00,Nurse Practitioners,5,Aug-21,Analyst,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Healthcare Practitioners and Technical Occupations
409,29-1181.00,Audiologists,5,Aug-21,Analyst,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,Healthcare Practitioners and Technical Occupations
410,29-1211.00,Anesthesiologists,5,Jul-12,Analyst,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",Healthcare Practitioners and Technical Occupations
411,29-1212.00,Cardiologists,5,Nov-21,Analyst - Preliminary,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",Healthcare Practitioners and Technical Occupations
412,29-1213.00,Dermatologists,5,Aug-21,Analyst,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",Healthcare Practitioners and Technical Occupations
413,29-1214.00,Emergency Medicine Physicians,5,Nov-21,Analyst - Preliminary,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",Healthcare Practitioners and Technical Occupations
414,29-1215.00,Family Medicine Physicians,5,Aug-20,Analyst,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",Healthcare Practitioners and Technical Occupations
415,29-1216.00,General Internal Medicine Physicians,5,Aug-21,Analyst,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",Healthcare Practitioners and Technical Occupations
416,29-1217.00,Neurologists,5,Jul-12,Analyst,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",Healthcare Practitioners and Technical Occupations
417,29-1218.00,Obstetricians and Gynecologists,5,Jul-11,Analyst,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",Healthcare Practitioners and Technical Occupations
418,29-1221.00,"Pediatricians, General",5,Aug-20,Analyst,"Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",Healthcare Practitioners and Technical Occupations
419,29-1222.00,"Physicians, Pathologists",5,Aug-20,Analyst,"Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",Healthcare Practitioners and Technical Occupations
420,29-1223.00,Psychiatrists,5,Jul-14,Analyst,"Diagnose, treat, and help prevent mental disorders.",Healthcare Practitioners and Technical Occupations
421,29-1224.00,Radiologists,5,Jul-12,Analyst,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",Healthcare Practitioners and Technical Occupations
422,29-1229.01,Allergists and Immunologists,5,Aug-22,Analyst,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",Healthcare Practitioners and Technical Occupations
423,29-1229.02,Hospitalists,5,Aug-21,Analyst,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",Healthcare Practitioners and Technical Occupations
424,29-1229.03,Urologists,5,Jul-12,Analyst,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",Healthcare Practitioners and Technical Occupations
425,29-1229.04,Physical Medicine and Rehabilitation Physicians,5,Jul-12,Analyst,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",Healthcare Practitioners and Technical Occupations
426,29-1229.05,Preventive Medicine Physicians,5,Jul-16,Analyst,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",Healthcare Practitioners and Technical Occupations
427,29-1229.06,Sports Medicine Physicians,5,Jul-12,Analyst,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",Healthcare Practitioners and Technical Occupations
428,29-1241.00,"Ophthalmologists, Except Pediatric",5,Aug-22,Analyst,Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,Healthcare Practitioners and Technical Occupations
429,29-1242.00,"Orthopedic Surgeons, Except Pediatric",5,Nov-21,Analyst - Preliminary,Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,Healthcare Practitioners and Technical Occupations
430,29-1243.00,Pediatric Surgeons,5,Nov-21,Analyst - Preliminary,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.",Healthcare Practitioners and Technical Occupations
431,29-1291.00,Acupuncturists,5,Aug-20,Analyst,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",Healthcare Practitioners and Technical Occupations
432,29-1292.00,Dental Hygienists,3,Aug-21,Analyst,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,Healthcare Practitioners and Technical Occupations
433,29-1299.01,Naturopathic Physicians,5,Aug-21,Analyst,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",Healthcare Practitioners and Technical Occupations
434,29-1299.02,Orthoptists,5,Aug-21,Analyst,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,Healthcare Practitioners and Technical Occupations
435,29-2011.00,Medical and Clinical Laboratory Technologists,4,Jul-13,Analyst,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",Healthcare Practitioners and Technical Occupations
436,29-2011.01,Cytogenetic Technologists,4,Aug-21,Analyst,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",Healthcare Practitioners and Technical Occupations
437,29-2011.02,Cytotechnologists,5,Aug-21,Analyst,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",Healthcare Practitioners and Technical Occupations
438,29-2011.04,Histotechnologists,4,Nov-21,Analyst - Preliminary,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,Healthcare Practitioners and Technical Occupations
439,29-2012.00,Medical and Clinical Laboratory Technicians,3,Jul-14,Analyst,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",Healthcare Practitioners and Technical Occupations
440,29-2012.01,Histology Technicians,3,Nov-21,Analyst - Preliminary,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,Healthcare Practitioners and Technical Occupations
441,29-2031.00,Cardiovascular Technologists and Technicians,3,Jul-14,Analyst,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",Healthcare Practitioners and Technical Occupations
442,29-2032.00,Diagnostic Medical Sonographers,3,Jul-13,Analyst,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,Healthcare Practitioners and Technical Occupations
443,29-2033.00,Nuclear Medicine Technologists,3,Jul-13,Analyst,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",Healthcare Practitioners and Technical Occupations
444,29-2034.00,Radiologic Technologists and Technicians,3,Aug-22,Analyst,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,Healthcare Practitioners and Technical Occupations
445,29-2035.00,Magnetic Resonance Imaging Technologists,3,Jul-17,Analyst,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",Healthcare Practitioners and Technical Occupations
446,29-2036.00,Medical Dosimetrists,3,Nov-21,Analyst - Preliminary,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",Healthcare Practitioners and Technical Occupations
447,29-2042.00,Emergency Medical Technicians,3,Nov-21,Analyst - Preliminary,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,Healthcare Practitioners and Technical Occupations
448,29-2043.00,Paramedics,3,Nov-21,Analyst - Preliminary,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",Healthcare Practitioners and Technical Occupations
449,29-2051.00,Dietetic Technicians,3,Aug-21,Analyst,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",Healthcare Practitioners and Technical Occupations
450,29-2052.00,Pharmacy Technicians,3,Aug-21,Analyst,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",Healthcare Practitioners and Technical Occupations
451,29-2053.00,Psychiatric Technicians,3,Jul-14,Analyst,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",Healthcare Practitioners and Technical Occupations
452,29-2055.00,Surgical Technologists,3,Jul-13,Analyst,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",Healthcare Practitioners and Technical Occupations
453,29-2056.00,Veterinary Technologists and Technicians,3,Aug-20,Analyst,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",Healthcare Practitioners and Technical Occupations
454,29-2057.00,Ophthalmic Medical Technicians,3,Aug-20,Analyst,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",Healthcare Practitioners and Technical Occupations
455,29-2061.00,Licensed Practical and Licensed Vocational Nurses,3,Aug-21,Analyst,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",Healthcare Practitioners and Technical Occupations
456,29-2072.00,Medical Records Specialists,3,Nov-21,Analyst - Preliminary,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",Healthcare Practitioners and Technical Occupations
457,29-2081.00,"Opticians, Dispensing",3,Aug-22,Analyst,"Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",Healthcare Practitioners and Technical Occupations
458,29-2091.00,Orthotists and Prosthetists,5,Aug-20,Analyst,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",Healthcare Practitioners and Technical Occupations
459,29-2092.00,Hearing Aid Specialists,3,Aug-20,Analyst,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",Healthcare Practitioners and Technical Occupations
460,29-2099.01,Neurodiagnostic Technologists,3,Aug-22,Analyst,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",Healthcare Practitioners and Technical Occupations
461,29-2099.05,Ophthalmic Medical Technologists,3,Aug-20,Analyst,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",Healthcare Practitioners and Technical Occupations
462,29-2099.08,Patient Representatives,3,Aug-20,Analyst,"Assist patients in obtaining services, understanding policies and making health care decisions.",Healthcare Practitioners and Technical Occupations
463,29-9021.00,Health Information Technologists and Medical Registrars,3,Nov-21,Analyst - Preliminary,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.",Healthcare Practitioners and Technical Occupations
464,29-9091.00,Athletic Trainers,5,Aug-21,Analyst,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",Healthcare Practitioners and Technical Occupations
465,29-9092.00,Genetic Counselors,5,Jul-14,Analyst,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",Healthcare Practitioners and Technical Occupations
466,29-9093.00,Surgical Assistants,3,Jul-15,Analyst,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",Healthcare Practitioners and Technical Occupations
467,29-9099.01,Midwives,5,Aug-21,Analyst,Provide prenatal care and childbirth assistance.,Healthcare Practitioners and Technical Occupations
468,31-1121.00,Home Health Aides,2,Jul-14,Analyst,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",Healthcare Support Occupations
469,31-1122.00,Personal Care Aides,2,Jul-14,Analyst,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",Healthcare Support Occupations
470,31-1131.00,Nursing Assistants,3,Aug-20,Analyst,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",Healthcare Support Occupations
471,31-1132.00,Orderlies,2,Jul-16,Analyst,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",Healthcare Support Occupations
472,31-1133.00,Psychiatric Aides,2,Jul-14,Analyst,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",Healthcare Support Occupations
473,31-2011.00,Occupational Therapy Assistants,3,Aug-22,Analyst,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",Healthcare Support Occupations
474,31-2012.00,Occupational Therapy Aides,3,Aug-20,Analyst,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",Healthcare Support Occupations
475,31-2021.00,Physical Therapist Assistants,3,Aug-20,Analyst,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",Healthcare Support Occupations
476,31-2022.00,Physical Therapist Aides,2,Jul-13,Analyst,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",Healthcare Support Occupations
477,31-9011.00,Massage Therapists,3,Aug-21,Analyst,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",Healthcare Support Occupations
478,31-9091.00,Dental Assistants,3,Aug-21,Analyst,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",Healthcare Support Occupations
479,31-9092.00,Medical Assistants,3,Aug-21,Analyst,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",Healthcare Support Occupations
480,31-9093.00,Medical Equipment Preparers,2,Jul-14,Analyst,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",Healthcare Support Occupations
481,31-9094.00,Medical Transcriptionists,3,Aug-21,Analyst,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",Healthcare Support Occupations
482,31-9095.00,Pharmacy Aides,2,Jul-14,Analyst,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",Healthcare Support Occupations
483,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,2,Aug-20,Analyst,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",Healthcare Support Occupations
484,31-9097.00,Phlebotomists,3,Aug-19,Analyst,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",Healthcare Support Occupations
485,31-9099.01,Speech-Language Pathology Assistants,3,Aug-22,Analyst,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",Healthcare Support Occupations
486,31-9099.02,Endoscopy Technicians,3,Jul-16,Analyst,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,Healthcare Support Occupations
487,33-1011.00,First-Line Supervisors of Correctional Officers,3,Aug-20,Analyst,Directly supervise and coordinate activities of correctional officers and jailers.,Protective Service Occupations
488,33-1012.00,First-Line Supervisors of Police and Detectives,3,Jul-16,Analyst,Directly supervise and coordinate activities of members of police force.,Protective Service Occupations
489,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3,Aug-22,Analyst,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,Protective Service Occupations
490,33-1091.00,First-Line Supervisors of Security Workers,2,Nov-21,Analyst - Preliminary,Directly supervise and coordinate activities of security workers and security guards.,Protective Service Occupations
491,33-2011.00,Firefighters,3,Aug-22,Analyst,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",Protective Service Occupations
492,33-2021.00,Fire Inspectors and Investigators,3,Aug-22,Analyst,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",Protective Service Occupations
493,33-2022.00,Forest Fire Inspectors and Prevention Specialists,3,Aug-19,Analyst,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",Protective Service Occupations
494,33-3011.00,Bailiffs,3,Aug-20,Analyst,Maintain order in courts of law.,Protective Service Occupations
495,33-3012.00,Correctional Officers and Jailers,2,Jul-16,Analyst,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",Protective Service Occupations
496,33-3021.00,Detectives and Criminal Investigators,3,Aug-22,Analyst,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.",Protective Service Occupations
497,33-3021.02,Police Identification and Records Officers,3,Aug-18,Analyst,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",Protective Service Occupations
498,33-3021.06,Intelligence Analysts,4,Aug-20,Analyst,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",Protective Service Occupations
499,33-3031.00,Fish and Game Wardens,4,Jul-14,Analyst,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,Protective Service Occupations
500,33-3041.00,Parking Enforcement Workers,2,Jul-16,Analyst,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",Protective Service Occupations
501,33-3051.00,Police and Sheriff's Patrol Officers,3,Aug-22,Analyst,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",Protective Service Occupations
502,33-3051.04,Customs and Border Protection Officers,3,Jul-12,Analyst,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",Protective Service Occupations
503,33-3052.00,Transit and Railroad Police,3,Jul-17,Analyst,"Protect and police railroad and transit property, employees, or passengers.",Protective Service Occupations
504,33-9011.00,Animal Control Workers,2,Aug-18,Analyst,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",Protective Service Occupations
505,33-9021.00,Private Detectives and Investigators,3,Jul-15,Analyst,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",Protective Service Occupations
506,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2,Aug-19,Analyst,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",Protective Service Occupations
507,33-9032.00,Security Guards,2,Jul-16,Analyst,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",Protective Service Occupations
508,33-9091.00,Crossing Guards and Flaggers,2,Jul-16,Analyst,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",Protective Service Occupations
509,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2,Aug-20,Analyst,"Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",Protective Service Occupations
510,33-9093.00,Transportation Security Screeners,2,Jun-09,Analyst,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",Protective Service Occupations
511,33-9094.00,School Bus Monitors,2,Nov-21,Analyst - Preliminary,Maintain order among students on a school bus. Duties include helping students safely board and exit and communicating behavioral problems. May perform pretrip and posttrip inspections and prepare for and assist in emergency evacuations.,Protective Service Occupations
